CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
नैन सिंह महर,डडेलधुरा,1,नेपाली काँग्रेस,रुख,"(""Naina"" OR ""Naina Sainha Mahara"" OR ""नैन सिंह महर"")"
मान सिह माल,डडेलधुरा,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Mana Saiha Mala"" OR ""Mana"" OR ""मान सिह माल"")"
तारा प्रसाद जोशी,डडेलधुरा,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Tara Parasada Jaoshai"" OR ""तारा प्रसाद जोशी"" OR ""Tara"")"
गोविन्द खडायत,डडेलधुरा,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""गोविन्द खडायत"" OR ""Gaowainada Khadayata"" OR ""Gaowainada"")"
सुरेन्‍द्र राज भट्ट,डडेलधुरा,1,नेपाल मजदुर किसान पार्टी,मादल,"(""सुरेन्‍द्र राज भट्ट"" OR ""Sauraenadara"" OR ""Sauraenadara Raja Bhatata"")"
चन्द्र देव वि‍.क.,डडेलधुरा,1,राष्ट्रिय जनमोर्चा,गिलास,"(""चन्द्र देव वि‍.क."" OR ""Chanadara"" OR ""Chanadara Daewa Waika"")"
लक्ष्मी दत्त भट्ट,डडेलधुरा,1,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"(""Lakashamai Datata Bhatata"" OR ""लक्ष्मी दत्त भट्ट"" OR ""Lakashamai"")"
महेन्द्र पुन मगर,डडेलधुरा,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Mahaenadara"" OR ""Mahaenadara Pauna Magara"" OR ""महेन्द्र पुन मगर"")"
खडक बहादुर ठकुराठी,डडेलधुरा,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Khadaka"" OR ""Khadaka Bahadaura Thakaurathai"" OR ""खडक बहादुर ठकुराठी"")"
गोरख बहादुर ऐर,डडेलधुरा,1,स्वतन्त्र,सिरिन्ज,"(""गोरख बहादुर ऐर"" OR ""Gaorakha Bahadaura Aira"" OR ""Gaorakha"")"
तिर्थ राज उप्रेती,डडेलधुरा,1,स्वतन्त्र,तिलहरी,"(""तिर्थ राज उप्रेती"" OR ""Tairatha Raja Uparaetai"" OR ""Tairatha"")"
सुरेन्द्र रावल,डडेलधुरा,1,स्वतन्त्र,आँप,"(""Sauraenadara Rawala"" OR ""सुरेन्द्र रावल"" OR ""Sauraenadara"")"
तारा लामा तामाङ,कञ्चनपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""तारा लामा तामाङ"" OR ""Tara Lama Tamanga"" OR ""Tara"")"
गोपी प्रसाद उपाध्याय,कञ्चनपुर,1,नेपाली काँग्रेस,रुख,"(""गोपी प्रसाद उपाध्याय"" OR ""Gaopai"" OR ""Gaopai Parasada Upadhayaya"")"
बीना मगर,कञ्चनपुर,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""बीना मगर"" OR ""Baina"" OR ""Baina Magara"")"
जनक सिंह धामी,कञ्चनपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""जनक सिंह धामी"" OR ""Janaka Sainha Dhamai"" OR ""Janaka"")"
दिल्ली वहादुर शाही,कञ्चनपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""दिल्ली वहादुर शाही"" OR ""Dailalai"" OR ""Dailalai Wahadaura Shahai"")"
कटक बहादुर शाही,कञ्चनपुर,1,नेपाल मजदुर किसान पार्टी,मादल,"(""Kataka"" OR ""कटक बहादुर शाही"" OR ""Kataka Bahadaura Shahai"")"
राजा राम डगौरा चौधरी,कञ्चनपुर,1,राष्ट्रिय जनमोर्चा,गिलास,"(""Raja"" OR ""Raja Rama Dagaura Chaudharai"" OR ""राजा राम डगौरा चौधरी"")"
देपेन्द्र वहादुर शाही,कञ्चनपुर,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Daepaenadara Wahadaura Shahai"" OR ""देपेन्द्र वहादुर शाही"" OR ""Daepaenadara"")"
हुम बहादुर गुरुङ्ग,कञ्चनपुर,1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""Hauma Bahadaura Gauraungaga"" OR ""हुम बहादुर गुरुङ्ग"" OR ""Hauma"")"
दानियल वि.क़.,कञ्चनपुर,1,संयुक्त नागरिक पार्टी,गितार,"(""दानियल वि.क़."" OR ""Danaiyala Wai"" OR ""Danaiyala"")"
सिया राम राना,कञ्चनपुर,1,मितेरी पार्टी नेपाल,घोडा,"(""सिया राम राना"" OR ""Saiya"" OR ""Saiya Rama Rana"")"
पुरन राना  थारु,कञ्चनपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""पुरन राना  थारु"" OR ""Paurana"" OR ""Paurana Rana  Tharau"")"
माइकल तामाङ,कञ्चनपुर,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""माइकल तामाङ"" OR ""Maikala Tamanga"" OR ""Maikala"")"
कृष्ण बहादुर चौधरी,कञ्चनपुर,1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""Karishana Bahadaura Chaudharai"" OR ""Karishana"" OR ""कृष्ण बहादुर चौधरी"")"
सिता वि.क.,कञ्चनपुर,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""सिता वि.क."" OR ""Saita"" OR ""Saita Waika"")"
अनिल राना,कञ्चनपुर,1,स्वतन्त्र,क्यामरा,"(""Anaila Rana"" OR ""Anaila"" OR ""अनिल राना"")"
मन्जु देवी सुनार,कञ्चनपुर,1,स्वतन्त्र,तिलहरी,"(""Manajau Daewai Saunara"" OR ""Manajau"" OR ""मन्जु देवी सुनार"")"
यादव सिंह,कञ्चनपुर,1,स्वतन्त्र,झोला,"(""Yadawa"" OR ""Yadawa Sainha"" OR ""यादव सिंह"")"
रुपा देवी बिष्‍ट,कञ्चनपुर,1,स्वतन्त्र,चेसगोटी,"(""रुपा देवी बिष्‍ट"" OR ""Raupa Daewai Baishata"" OR ""Raupa"")"
बचन बहादुर सिंह,कञ्चनपुर,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Bachana Bahadaura Sainha"" OR ""बचन बहादुर सिंह"" OR ""Bachana"")"
नारायण प्रकाश साउद,कञ्चनपुर,2,नेपाली काँग्रेस,रुख,"(""Narayana"" OR ""नारायण प्रकाश साउद"" OR ""Narayana Parakasha Sauda"")"
माधव प्रसाद पन्त,कञ्चनपुर,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""माधव प्रसाद पन्त"" OR ""Madhawa"" OR ""Madhawa Parasada Panata"")"
दिपक राज बोहरा,कञ्चनपुर,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Daipaka Raja Baohara"" OR ""Daipaka"" OR ""दिपक राज बोहरा"")"
तिर्थ राज चटौत,कञ्चनपुर,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""तिर्थ राज चटौत"" OR ""Tairatha Raja Chatauta"" OR ""Tairatha"")"
राम चन्द्र भट्ट,कञ्चनपुर,2,जनमत पार्टी,लाउड स्पिकर,"(""Rama Chanadara Bhatata"" OR ""राम चन्द्र भट्ट"" OR ""Rama"")"
सिता राम राना,कञ्चनपुर,2,नेपाल मजदुर किसान पार्टी,मादल,"(""Saita"" OR ""सिता राम राना"" OR ""Saita Rama Rana"")"
